_id,comment,images,score,publish_date,room_type,fuzzy_room_type,travel_type,comment_len,log_comment_len,useful_count,log_useful_count,review_count,log_review_count,quality_score,categories
6802789fe3c98b0941765710,"很喜欢花园酒店，服务好，帮我们升级了房间，房间宽敞干净，住着舒服；早餐供应时间长，品种丰富味道好，就是小孩子6岁就要买半价早餐，114/位确实确实贵；套餐里送的荔湾亭餐厅的晚餐很好吃，我们全家都非常喜欢，每天晚上都吃撑了哈哈；酒店是名副其实的花园酒店，早餐厅能看到外面后花园的瀑布，花园很漂亮，小朋友每天都要去逛一圈。
唯一美中不足的就是楼下地铁施工确实吵，晚上感觉要折腾到11、2点，早上6点就又开始了，不过这也不是酒店能控制的。
还有一个小插曲就是我明明在携程上预定了两晚，但不知道为什么办入住的时候就给我办了一晚，第二天打电话问我退不退房，回去之后又重新激活房卡，工作人员也没有表达任何歉意，这个让我感受不太好。
不过总体而言，我还是满意的，以后地铁修好了还可以住。","[ ""https://dimg04.c-ctrip.com/images/0236q12000j89v1ni0D4F_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0233n12000j8ann7iED2C_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0231i12000j8anos1C409_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0234912000j8agz5e974E_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0234712000j89vghtDE19_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0232x12000j8ar2id5343_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0235t12000j8a0eiuE917_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0234t12000j8a2yue912F_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0233p12000j8a9pr2C8CD_R_150_150_R5_Q70_D.jpg"" ]",5.0,2025-03-21,花园大床房,大床房,家庭亲子,336,5.820082930352362,0,0.0,43,3.784189633918261,9,"['整体满意度', '餐饮设施', '安静程度']"
6802789fe3c98b0941765711,广州花园酒店不愧是老牌五星级酒店，一如既往的服务至上，里面装修跟十年前一样酒店维护的很好，入住的办理的小姑娘Betty特别不错尽心满足我们的需求，由于到达酒店已经有点晚了没有来得及享用套餐里面的下午茶，Betty马上跟主管联系把我们下午茶改成第二天的，第二天的下午茶在行政酒廊环境很是怡人隔着玻璃就可以看见酒店花园瀑布，工作人员Louis Cathy服务周到细心，凌璇阁的自助餐品质非常棒！下次一定会再次选择广州花园酒店！,"[ ""https://dimg04.c-ctrip.com/images/0236t12000jf8ywf3CF63_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0231k12000jf84ykw5ACB_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0236p12000jf8hqu50E0E_R_150_150_R5_Q70_D.jpg"" ]",5.0,2025-03-30,红棉大床套房,套房,家庭亲子,211,5.356586274672012,0,0.0,14,2.70805020110221,9,"['前台服务', '整体满意度', '餐饮设施']"
6802789fe3c98b0941765712,"设施：老牌五星酒店设施，不算特别新但是够用，床品还算舒服。
卫生：卫生很好，屋内收拾的特别干净。
环境：后花园太美了，好多锦鲤还有瀑布，带孩子转了好几圈，特别开心。
服务：服务员非常好，帮忙开车拿行李，开门，开电梯。很棒。","[ ""https://dimg04.c-ctrip.com/images/0233n12000jg7bw8g2F3B_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0230b12000jg6troe70BC_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0236n12000jg6t4sh4648_R_150_150_R5_Q70_D.jpg"" ]",5.0,2025-03-31,花园大床房,大床房,家庭亲子,111,4.718498871295094,0,0.0,10,2.3978952727983707,8,"['整体满意度', '卫生状况', '公共设施']"
6802789fe3c98b0941765713,"旅游入住了广州花园酒店，体验感超棒！一进大堂，挑高设计搭配华丽吊灯，瞬间被震撼。前台办理入住迅速，员工热情贴心，还详细介绍酒店设施。退房时Tina小姐姐十分迅速帮忙快速退房，一点没耽误行程。

房间布置典雅，床品舒适，窗外景色也不错。迷你吧饮品丰富，洗浴用品品质高。

酒店餐饮绝绝子，桃园馆的早茶，虾饺、肠粉新鲜又美味。自助餐厅海鲜新鲜，甜品精致。

健身房器材新且全，泳池水质清澈。位置也很优越，周边交通便利，商场、景点近。下次来广州，肯定还选这儿！","[ ""https://dimg04.c-ctrip.com/images/0233i12000jlxw21n1EC3_R_150_150_R5_Q70_D.jpg"" ]",5.0,2025-04-06,花园大床房,大床房,其他,227,5.429345628954441,0,0.0,1,0.6931471805599453,9,"['整体满意度', '前台服务', '退房/入住效率']"
6802789fe3c98b0941765714,虽然是老牌酒店但设施并不显得陈旧，房间卫生，停车方便，离淘金地铁站很近，交通非常方便，花园、瀑布和池塘里的锦鲤令人赏心悦目。酒店工作人员LiVen服务态度很好，热情细心的答复我的疑问和帮忙办理入住和退房，点个赞????,"[ ""https://dimg04.c-ctrip.com/images/0235s12000jkvm01eCF03_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0234f12000jkvqybo97E0_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0236912000jkvw1ud52F6_R_150_150_R5_Q70_D.jpg"" ]",5.0,2025-04-05,花园大床房,大床房,情侣出游,109,4.700480365792417,0,0.0,5,1.791759469228055,9,"['交通便利性', '前台服务', '公共设施']"
6802789fe3c98b0941765715,"设施：房间翻新过，给了升级，面向小区的，晚上睡觉特别安静，真的是住过的最舒服的床！！ ，音响也用的JBL ，超棒的音效

服务：快来夸夸服务！ 入住当天去了酒廊，有两位女士真的服务很热情，都有点不好意思了，一站起来就嘘寒问暖，各种主动提供需求可能，这才是水准 ，表扬Carrie～ 还有louis ，Carrie是位外籍人士，真的很认真，也是我第一次在酒店遇到，还推荐我去博物馆，专业且不失风度
还有前台的两位小姑娘，闪闪亮亮，退房的时候主动迎上来问，说把房卡给她们就好，而且还特别的温柔，很是酒店的门面，是Lulu和Liven

但唯一给差评的就是酒店的自助餐！ 在某某点评已经写了，就不多赘述，体验感直接打折，好在有这些服务人员的努力才能挽回，下次还回来","[ ""https://dimg04.c-ctrip.com/images/0231e12000jrrku8e3C75_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0233312000jrra5uh7C50_R_150_150_R5_Q70_D.jpg"" ]",5.0,2025-04-13,红棉大床套房,套房,商务出差,329,5.799092654460526,0,0.0,2,1.0986122886681098,9,"['前台服务', '房间设施', '安静程度']"
6802789fe3c98b0941765716,"这次花园酒店给我的体验非常的美好。
设施：保护的非常的好。博物馆真是叹为观止。
荷花园小巧玲珑。瀑布餐厅依然是那样震撼又浪漫。李湾餐厅和桃园餐厅的美食。令人惊艳回味。

行政走廊的三位小姐姐。笑容可掬，服务周到。特别是beryle 令我印象深刻。
这次入住负责卫生的外国小姐姐。亲切有礼，收拾了房间非常的精致，还给我留了纸条。特此展出，提出表扬。","[ ""https://dimg04.c-ctrip.com/images/0230z12000jd3o2gyA90B_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0235g12000jd3oen4D10E_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0232j12000jd3u0w53670_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0232d12000jd3z59v43A4_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0233112000jd2svl53D40_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0231u12000jd3ve9bF38C_R_150_150_R5_Q70_D.jpg"" ]",5.0,2025-03-27,花园大床房,大床房,独自旅行,173,5.159055299214529,0,0.0,17,2.8903717578961645,8,"['整体满意度', '客房服务', '餐饮设施']"
6802789fe3c98b0941765717,因为是老酒店，有很深的岭南文化底蕴，酒店的后花园别有特色，流水瀑布九曲长廊，一步一景美轮美奂。我已经住过多次，印象最深的是酒店的服务人员，无论是做什么的，都能体现出专业的素质。,"[ ""https://dimg04.c-ctrip.com/images/0234w12000jp90lmmD17E_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0233b12000jp89s272057_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0230p12000jp8kgki5190_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0231g12000jp9gmhe259E_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0234l12000jp8486f9601_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0232112000jp8mtne2068_R_150_150_R5_Q70_D.jpg"" ]",5.0,2025-04-10,花园大床房,大床房,其他,88,4.48863636973214,0,0.0,2,1.0986122886681098,9,"['整体满意度', '前台服务', '客房服务']"
6802789fe3c98b0941765718,"这次广州踏青之旅，基于情怀思量，选择入住花园酒店，没有选错；从进入大堂开始遇到的每位服务人员都热情和专业，特别是前台接待和行李寄存服务；酒店房间干净卫生温馨, 窗外可以看到瀑布，花团锦簇风景优美；酒店餐饮选择丰富，美景美食完美搭配；入住期间，参观了酒店的博物馆，浓厚的酒店历史和文化氛围，印象深刻，获益匪浅；有历史，有担当，有传承，白金五星酒店的称号实至名归。感谢酒店前台Winnie Yu的服务，热心细致，温文尔雅， 不愧是优质酒店培养出来的优秀服务人员，谢谢 ! 下次来广州，还选花园。","[ ""https://dimg04.c-ctrip.com/images/0231512000jlswp15FC4A_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0233312000jlti21y4F49_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0232m12000jltcs2v2E40_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0236c12000jlsq42rF797_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0237212000jls62l24096_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0230o12000jlsqcmf6AFA_R_150_150_R5_Q70_D.jpg"" ]",5.0,2025-04-06,花园大床房,大床房,家庭亲子,245,5.5053315359323625,0,0.0,26,3.295836866004329,9,"['前台服务', '整体满意度', '景观/朝向']"
6802789fe3c98b0941765719,房间够大～布局合理～餐食美味～一四楼的酒店博物馆很有历史年代感～天气凉没下水～泳池还是很不错滴后花园很出片～最喜欢的是酒店到处都是鲜花布置～体现了广州花都的花园酒店～非常完美的一次选择～,"[ ""https://dimg04.c-ctrip.com/images/0232a12000iz89p3m15F6_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0234z12000iz91e6p95F5_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0233p12000iz8h6qs79E0_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0234e12000iz8o2t0F1F4_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0234y12000iz90tat11BE_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0230l12000iz9hivm4ABE_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0231112000iz8fb9x02AE_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0230i12000iz8cxjpA3D8_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0233b12000iz7bok4D7B4_R_150_150_R5_Q70_D.jpg"" ]",5.0,2025-03-10,红棉大床套房,套房,情侣出游,93,4.543294782270004,0,0.0,7,2.079441541679836,8,"['整体满意度', '房间设施', '公共设施']"
680278ace3c98b094176571a,"跨越16小时航程的温暖归家——广州花园酒店极致体验

当行李箱轮子与广州白云机场T2航站楼地面接触的那一刻，连日的疲惫都在看到""广州花园酒店""迎宾灯牌的瞬间消散。作为一家在异国漂泊数十载后重返故土的游子，这家承载着城市记忆的五星级酒店，用超越期待的服务为我们构筑了最动人的归家仪式。

初遇即感动：Ann女士的""宾至如归""方程式
推开通往大堂的旋转门，身着香槟色制服的Ann女士早已伫立在晨光中。她接过我们的证件时特意调整至45度躬身角度，这个细微动作让刚下飞机的我们倍感尊重。""您二位应该需要先补充能量，""她指着自助早餐区暖黄色的灯光轻声建议，""我们的港式丝袜奶茶刚出炉，配您预订的招牌叉烧包正好。""更令人惊喜的是，在办理入住时她主动递来升级房卡：""行政楼层今天正好有空房，考虑到您二位的长途旅程，特别为您预留了景观房。""这份预见性服务让我们还未踏入房间就已感受到被珍视的幸福。

沉浸式体验：藏在细节里的东方待客之道
踏入25层行政套房那一刻，扑面而来的岭南花茶香构成了独特的欢迎仪式。房间明亮宽敞，设计特具中国传统，就连空调出风口都萦绕着淡淡的白茶香——这些看似微不足道的细节，实则是本土化服务的精髓所在。当客服轻轻推开房门送上新鲜水果时，我们真切理解了何为""润物细无声""的关怀。

舌尖上的乡愁：米其林星厨演绎广府美食
位于酒店三层的桃园厅为住客精心安排广式早茶点心，更是唤醒了童年的回忆。最令人难忘的虾饺烧卖，每一口都是地道的广式甜蜜。

离别时的不舍：镌刻在时光里的美好，我们相约来年的相聚
这不仅仅是一次住宿体验，更是一场穿越时空的文化对话。从大堂穹顶的岭南园林壁画，到客房迷你吧里香茶，到行政酒廊的珠江夜景鸡尾酒——广州花园酒店用百年匠心诠释着何为""家外之家""。特别感谢Ann女士及其团队，他们让我们在16小时飞行后找回了作为广州人的文化认同与归属感。相信这座岭南明珠，必将继续以东方待客之道的精髓，为每一位远道而来的游子点亮归途的明灯。","[ ""https://dimg04.c-ctrip.com/images/0230612000j9qrb9q8040_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0232p12000j9stgq8A111_R_150_150_R5_Q70_D.jpg"", ""https://dimg04.c-ctrip.com/images/0232412000j9rjxjr9460_R_150_150_R5_Q70_D.jpg"" ]",5.0,2025-03-23,花园双床房,双床房,独自旅行,827,6.71901315438526,1,0.6931471805599453,5,1.791759469228055,10,"['前台服务', '整体满意度', '餐饮设施']"
